customer_id,customer_name,customer_state,customer_city,customer_segment,signup_date
CUST0094,Customer_94,Delhi,Chennai,Bulk Buyer,2021-06-16
CUST0095,Customer_95,Delhi,Chennai,First-time,2022-01-15
CUST0096,Customer_96,Delhi,Ahmedabad,Regular,2021-12-30
CUST0097,Customer_97,Telangana,Chennai,First-time,2021-08-03
CUST0098,Customer_98,Tamil Nadu,Pune,Regular,2022-11-18
CUST0099,Customer_99,Delhi,Mumbai,Prime,2021-10-01
CUST0100,Customer_100,Maharashtra,Bangalore,Regular,2022-12-20
CUST0101,Customer_101,Gujarat,Vizag,First-time,2022-12-01
CUST0102,Customer_102,Telangana,Kolkata,First-time,2022-10-26
CUST0103,Customer_103,Telangana,Kolkata,Regular,2021-03-15
CUST0104,Customer_104,Tamil Nadu,Hyderabad,Bulk Buyer,2022-09-16
CUST0105,Customer_105,Telangana,Bangalore,Prime,2022-10-13
CUST0106,Customer_106,Telangana,Ahmedabad,Prime,2021-06-25
CUST0107,Customer_107,Delhi,Pune,First-time,2022-07-01
CUST0108,Customer_108,Tamil Nadu,Mumbai,Bulk Buyer,2023-01-17
CUST0109,Customer_109,Delhi,Mumbai,Regular,2021-09-08
CUST0110,Customer_110,Gujarat,Pune,Prime,2021-06-17
CUST0111,Customer_111,West Bengal,Delhi,Bulk Buyer,2022-04-19
CUST0112,Customer_112,Gujarat,Hyderabad,Prime,2022-01-24
CUST0113,Customer_113,West Bengal,Kolkata,Bulk Buyer,2021-10-04
CUST0114,Customer_114,Delhi,Bangalore,Bulk Buyer,2022-10-18
CUST0115,Customer_115,Gujarat,Chennai,First-time,2022-12-06
CUST0116,Customer_116,Tamil Nadu,Hyderabad,Prime,2022-07-25
CUST0117,Customer_117,Andhra Pradesh,Bangalore,Regular,2021-08-13
CUST0118,Customer_118,Delhi,Vizag,First-time,2022-12-03
CUST0119,Customer_119,West Bengal,Vizag,First-time,2021-11-29
CUST0120,Customer_120,Maharashtra,Hyderabad,Regular,2023-05-14
CUST0121,Customer_121,West Bengal,Ahmedabad,First-time,2023-02-26
CUST0122,Customer_122,Maharashtra,Bangalore,Bulk Buyer,2023-03-06
CUST0123,Customer_123,Telangana,Bangalore,Bulk Buyer,2021-02-27
CUST0124,Customer_124,Gujarat,Pune,Prime,2021-08-23
CUST0125,Customer_125,Maharashtra,Ahmedabad,Prime,2023-04-22
CUST0126,Customer_126,West Bengal,Kolkata,Regular,2021-02-02
CUST0127,Customer_127,Telangana,Kolkata,Prime,2023-04-05
CUST0128,Customer_128,Andhra Pradesh,Chennai,Bulk Buyer,2021-11-20
CUST0129,Customer_129,Tamil Nadu,Mumbai,Regular,2022-02-15
CUST0130,Customer_130,Tamil Nadu,Vizag,Regular,2021-10-02
CUST0131,Customer_131,Tamil Nadu,Kolkata,Prime,2021-03-09
CUST0132,Customer_132,Maharashtra,Ahmedabad,Bulk Buyer,2021-08-05
CUST0133,Customer_133,Andhra Pradesh,Bangalore,Regular,2022-08-04
CUST0134,Customer_134,Maharashtra,Kolkata,Bulk Buyer,2023-06-17
CUST0135,Customer_135,Gujarat,Bangalore,Bulk Buyer,2023-01-06
CUST0136,Customer_136,Maharashtra,Kolkata,Bulk Buyer,2021-11-19
CUST0137,Customer_137,Andhra Pradesh,Vizag,Prime,2021-08-06
CUST0138,Customer_138,Andhra Pradesh,Kolkata,First-time,2022-11-03
CUST0139,Customer_139,Gujarat,Ahmedabad,First-time,2022-05-27
CUST0140,Customer_140,Andhra Pradesh,Kolkata,Regular,2022-02-10
CUST0141,Customer_141,West Bengal,Mumbai,Bulk Buyer,2022-10-21
CUST0142,Customer_142,Andhra Pradesh,Vizag,Prime,2022-04-15
CUST0143,Customer_143,Tamil Nadu,Ahmedabad,Bulk Buyer,2021-05-27
CUST0144,Customer_144,West Bengal,Pune,Bulk Buyer,2021-09-29
CUST0145,Customer_145,West Bengal,Ahmedabad,Prime,2021-05-23
CUST0146,Customer_146,Gujarat,Mumbai,First-time,2021-09-10
CUST0147,Customer_147,Karnataka,Vizag,Bulk Buyer,2023-02-02
CUST0148,Customer_148,Karnataka,Pune,Bulk Buyer,2022-07-29
CUST0149,Customer_149,Andhra Pradesh,Mumbai,First-time,2022-07-06
CUST0150,Customer_150,West Bengal,Mumbai,Prime,2021-09-27
CUST0151,Customer_151,Karnataka,Hyderabad,Regular,2023-02-04
CUST0152,Customer_152,Karnataka,Vizag,First-time,2022-08-22
CUST0153,Customer_153,Andhra Pradesh,Ahmedabad,Regular,2022-03-15
CUST0154,Customer_154,Karnataka,Bangalore,Regular,2022-08-21
CUST0155,Customer_155,Maharashtra,Bangalore,First-time,2022-02-13
CUST0156,Customer_156,Telangana,Ahmedabad,Bulk Buyer,2022-01-06
CUST0157,Customer_157,Gujarat,Ahmedabad,Regular,2021-08-13
CUST0158,Customer_158,Telangana,Vizag,Regular,2021-05-22
CUST0159,Customer_159,Andhra Pradesh,Ahmedabad,Prime,2022-06-06
CUST0160,Customer_160,Tamil Nadu,Hyderabad,Bulk Buyer,2022-05-21
CUST0161,Customer_161,Gujarat,Pune,Regular,2021-04-04
CUST0162,Customer_162,Andhra Pradesh,Ahmedabad,Prime,2023-02-13
CUST0163,Customer_163,West Bengal,Bangalore,Bulk Buyer,2021-02-18
CUST0164,Customer_164,Tamil Nadu,Ahmedabad,First-time,2023-06-01
CUST0165,Customer_165,Telangana,Hyderabad,First-time,2021-04-23
CUST0166,Customer_166,Andhra Pradesh,Kolkata,Prime,2021-06-06
CUST0167,Customer_167,West Bengal,Kolkata,First-time,2022-10-05
CUST0168,Customer_168,Gujarat,Mumbai,Regular,2021-06-13
CUST0169,Customer_169,Gujarat,Chennai,Bulk Buyer,2023-03-23
CUST0170,Customer_170,Delhi,Pune,Regular,2022-11-28
CUST0171,Customer_171,West Bengal,Delhi,Regular,2022-03-09
CUST0172,Customer_172,Maharashtra,Mumbai,First-time,2022-09-03
CUST0173,Customer_173,Karnataka,Kolkata,Regular,2021-03-07
CUST0174,Customer_174,Tamil Nadu,Bangalore,First-time,2022-01-30
CUST0175,Customer_175,West Bengal,Delhi,Bulk Buyer,2022-01-26
CUST0176,Customer_176,Delhi,Mumbai,Bulk Buyer,2022-09-03
CUST0177,Customer_177,Karnataka,Delhi,Regular,2022-04-25
CUST0178,Customer_178,Karnataka,Vizag,Prime,2022-06-26
CUST0179,Customer_179,Andhra Pradesh,Chennai,First-time,2021-09-15
CUST0180,Customer_180,Karnataka,Vizag,First-time,2022-07-21
CUST0181,Customer_181,Maharashtra,Delhi,Regular,2023-06-01
CUST0182,Customer_182,Gujarat,Vizag,First-time,2021-01-12
CUST0183,Customer_183,Delhi,Hyderabad,First-time,2022-11-28
CUST0184,Customer_184,Karnataka,Kolkata,Prime,2023-01-09
CUST0185,Customer_185,Andhra Pradesh,Hyderabad,Prime,2021-04-28
CUST0186,Customer_186,Maharashtra,Ahmedabad,Regular,2022-11-30
CUST0187,Customer_187,Telangana,Vizag,Prime,2022-07-04
CUST0188,Customer_188,Gujarat,Ahmedabad,Regular,2023-02-08
CUST0189,Customer_189,Gujarat,Bangalore,Bulk Buyer,2021-10-01
CUST0190,Customer_190,Delhi,Pune,Regular,2023-02-27
CUST0191,Customer_191,Gujarat,Bangalore,Bulk Buyer,2022-10-19
CUST0192,Customer_192,Karnataka,Delhi,Regular,2021-12-15
CUST0193,Customer_193,Andhra Pradesh,Kolkata,First-time,2021-04-25
CUST0194,Customer_194,Gujarat,Vizag,Prime,2021-10-28
CUST0195,Customer_195,Gujarat,Mumbai,Bulk Buyer,2022-03-22
CUST0196,Customer_196,Telangana,Pune,Regular,2021-06-11
CUST0197,Customer_197,Telangana,Chennai,Prime,2022-04-10
CUST0198,Customer_198,Tamil Nadu,Chennai,Regular,2021-01-04
CUST0199,Customer_199,Maharashtra,Chennai,Prime,2023-01-10
CUST0200,Customer_200,Karnataka,Vizag,Prime,2023-06-16
CUST0201,Customer_201,Gujarat,Chennai,Regular,2023-01-07
CUST0202,Customer_202,West Bengal,Hyderabad,Bulk Buyer,2021-09-27
CUST0203,Customer_203,Gujarat,Pune,Bulk Buyer,2022-05-28
CUST0204,Customer_204,Andhra Pradesh,Hyderabad,First-time,2023-02-20
CUST0205,Customer_205,Tamil Nadu,Pune,Prime,2021-07-02
CUST0206,Customer_206,Maharashtra,Hyderabad,First-time,2022-06-04
CUST0207,Customer_207,West Bengal,Pune,First-time,2021-04-19
CUST0208,Customer_208,Tamil Nadu,Ahmedabad,Regular,2023-06-11
CUST0209,Customer_209,Delhi,Vizag,Regular,2022-10-03
CUST0210,Customer_210,Maharashtra,Vizag,Regular,2021-11-02
CUST0211,Customer_211,Gujarat,Chennai,Prime,2023-05-12
CUST0212,Customer_212,Gujarat,Bangalore,Regular,2022-10-17
CUST0213,Customer_213,Maharashtra,Chennai,Regular,2022-06-04
CUST0214,Customer_214,Gujarat,Delhi,Prime,2022-09-16
CUST0215,Customer_215,Karnataka,Hyderabad,Prime,2021-07-23
CUST0216,Customer_216,Maharashtra,Pune,Bulk Buyer,2021-06-06
CUST0217,Customer_217,Tamil Nadu,Bangalore,Regular,2022-01-18
CUST0218,Customer_218,Maharashtra,Delhi,Regular,2023-02-20
CUST0219,Customer_219,West Bengal,Vizag,Regular,2021-06-15
CUST0220,Customer_220,Gujarat,Vizag,Bulk Buyer,2022-07-07
CUST0221,Customer_221,Karnataka,Chennai,Regular,2023-03-09
CUST0222,Customer_222,Karnataka,Hyderabad,Bulk Buyer,2022-06-28
CUST0223,Customer_223,Delhi,Bangalore,First-time,2021-01-01
CUST0224,Customer_224,Tamil Nadu,Kolkata,Bulk Buyer,2022-09-06
CUST0225,Customer_225,Telangana,Delhi,First-time,2021-11-28
CUST0226,Customer_226,Telangana,Delhi,Regular,2022-05-16
CUST0227,Customer_227,Maharashtra,Chennai,First-time,2021-01-20
CUST0228,Customer_228,Delhi,Vizag,Bulk Buyer,2021-04-25
CUST0229,Customer_229,Andhra Pradesh,Chennai,Prime,2022-01-07
CUST0230,Customer_230,Maharashtra,Pune,First-time,2023-06-19
CUST0231,Customer_231,Delhi,Bangalore,First-time,2023-05-02
CUST0232,Customer_232,Tamil Nadu,Hyderabad,Regular,2023-04-07
CUST0233,Customer_233,Tamil Nadu,Ahmedabad,Bulk Buyer,2021-11-11
CUST0234,Customer_234,Tamil Nadu,Mumbai,First-time,2021-09-03
CUST0235,Customer_235,Tamil Nadu,Mumbai,First-time,2021-03-01
CUST0236,Customer_236,Tamil Nadu,Chennai,First-time,2021-09-04
CUST0237,Customer_237,Delhi,Pune,First-time,2023-06-19
CUST0238,Customer_238,Delhi,Bangalore,Prime,2022-08-04
CUST0239,Customer_239,Karnataka,Kolkata,Bulk Buyer,2021-03-22
CUST0240,Customer_240,West Bengal,Mumbai,Regular,2021-03-29
CUST0241,Customer_241,Telangana,Bangalore,Regular,2023-01-20
CUST0242,Customer_242,Gujarat,Hyderabad,Prime,2022-05-13
CUST0243,Customer_243,Tamil Nadu,Pune,Bulk Buyer,2023-04-16
CUST0244,Customer_244,Andhra Pradesh,Vizag,First-time,2021-03-12
CUST0245,Customer_245,Gujarat,Bangalore,Prime,2023-02-18
CUST0246,Customer_246,Delhi,Hyderabad,Bulk Buyer,2022-06-30
CUST0247,Customer_247,Andhra Pradesh,Kolkata,First-time,2023-02-24
CUST0248,Customer_248,Andhra Pradesh,Ahmedabad,Prime,2021-05-09
CUST0249,Customer_249,Andhra Pradesh,Vizag,Bulk Buyer,2021-05-12
CUST0250,Customer_250,Karnataka,Ahmedabad,Regular,2022-11-07
CUST0251,Customer_251,Delhi,Kolkata,Regular,2022-05-02
CUST0252,Customer_252,Andhra Pradesh,Hyderabad,Bulk Buyer,2022-07-17
CUST0253,Customer_253,Tamil Nadu,Mumbai,Regular,2021-06-19
CUST0254,Customer_254,Maharashtra,Ahmedabad,Bulk Buyer,2021-09-29
CUST0255,Customer_255,Andhra Pradesh,Vizag,First-time,2022-06-25
CUST0256,Customer_256,Karnataka,Chennai,Bulk Buyer,2023-06-13
CUST0257,Customer_257,Gujarat,Delhi,First-time,2022-09-14
CUST0258,Customer_258,Delhi,Bangalore,Prime,2022-03-10
CUST0259,Customer_259,West Bengal,Mumbai,Bulk Buyer,2021-08-05
CUST0260,Customer_260,Karnataka,Ahmedabad,Prime,2022-07-07
CUST0261,Customer_261,Andhra Pradesh,Bangalore,Regular,2023-02-13
CUST0262,Customer_262,Delhi,Chennai,First-time,2023-01-18
CUST0263,Customer_263,Maharashtra,Kolkata,Bulk Buyer,2022-12-08
CUST0264,Customer_264,Andhra Pradesh,Delhi,Prime,2021-07-25
CUST0265,Customer_265,Karnataka,Hyderabad,First-time,2023-01-01
CUST0266,Customer_266,Telangana,Chennai,First-time,2021-11-16
CUST0267,Customer_267,Tamil Nadu,Chennai,Regular,2022-02-13
CUST0268,Customer_268,West Bengal,Kolkata,Regular,2022-11-19
CUST0269,Customer_269,Gujarat,Pune,First-time,2022-10-28
CUST0270,Customer_270,Karnataka,Kolkata,First-time,2022-01-18
CUST0271,Customer_271,Delhi,Pune,Bulk Buyer,2022-03-25
CUST0272,Customer_272,West Bengal,Pune,First-time,2022-06-14
CUST0273,Customer_273,West Bengal,Mumbai,Bulk Buyer,2022-04-08
CUST0274,Customer_274,West Bengal,Mumbai,First-time,2021-05-04
CUST0275,Customer_275,Andhra Pradesh,Vizag,Regular,2021-09-11
CUST0276,Customer_276,Tamil Nadu,Ahmedabad,Bulk Buyer,2021-08-19
CUST0277,Customer_277,Andhra Pradesh,Ahmedabad,Prime,2021-03-07
CUST0278,Customer_278,Delhi,Hyderabad,Regular,2021-12-13
CUST0279,Customer_279,Andhra Pradesh,Ahmedabad,Bulk Buyer,2021-01-22
CUST0280,Customer_280,Telangana,Mumbai,Bulk Buyer,2022-08-26
CUST0281,Customer_281,Tamil Nadu,Vizag,Prime,2022-07-22
CUST0282,Customer_282,Tamil Nadu,Vizag,Bulk Buyer,2021-08-24
CUST0283,Customer_283,Delhi,Pune,First-time,2022-08-26
CUST0284,Customer_284,Gujarat,Kolkata,Prime,2021-08-14
CUST0285,Customer_285,Telangana,Hyderabad,Regular,2021-01-08
CUST0286,Customer_286,Karnataka,Pune,Regular,2021-03-14
CUST0287,Customer_287,Andhra Pradesh,Kolkata,First-time,2022-12-26
CUST0288,Customer_288,Maharashtra,Ahmedabad,Regular,2022-10-09
CUST0289,Customer_289,Andhra Pradesh,Pune,Bulk Buyer,2021-03-02
CUST0290,Customer_290,West Bengal,Bangalore,Bulk Buyer,2021-08-23
CUST0291,Customer_291,Andhra Pradesh,Ahmedabad,First-time,2021-03-11
CUST0292,Customer_292,Karnataka,Kolkata,Regular,2021-02-02
CUST0293,Customer_293,Andhra Pradesh,Hyderabad,Regular,2023-05-31
CUST0294,Customer_294,Telangana,Kolkata,First-time,2021-12-05
CUST0295,Customer_295,Telangana,Pune,Prime,2021-03-14
CUST0296,Customer_296,Tamil Nadu,Pune,Regular,2022-06-11
CUST0297,Customer_297,Delhi,Chennai,Prime,2021-09-01
CUST0298,Customer_298,Gujarat,Hyderabad,Regular,2021-10-13
CUST0299,Customer_299,Maharashtra,Ahmedabad,Regular,2022-11-17
CUST0300,Customer_300,West Bengal,Vizag,Regular,2022-05-13
CUST0301,Customer_301,Andhra Pradesh,Hyderabad,Regular,2021-08-08
CUST0302,Customer_302,Andhra Pradesh,Vizag,Bulk Buyer,2022-07-07
CUST0303,Customer_303,Karnataka,Hyderabad,Prime,2021-05-16
CUST0304,Customer_304,Delhi,Hyderabad,Prime,2023-01-11
CUST0305,Customer_305,Telangana,Kolkata,Regular,2022-08-08
CUST0306,Customer_306,Maharashtra,Hyderabad,Regular,2022-08-14
CUST0307,Customer_307,Tamil Nadu,Chennai,Prime,2022-04-30
CUST0308,Customer_308,Telangana,Pune,Bulk Buyer,2021-09-06
CUST0309,Customer_309,West Bengal,Delhi,First-time,2023-03-15
CUST0310,Customer_310,Delhi,Vizag,First-time,2022-04-30
CUST0311,Customer_311,West Bengal,Pune,Prime,2023-04-07
CUST0312,Customer_312,Gujarat,Delhi,Regular,2022-02-21
CUST0313,Customer_313,Tamil Nadu,Vizag,Regular,2021-07-14
CUST0314,Customer_314,Gujarat,Vizag,Bulk Buyer,2021-04-07
CUST0315,Customer_315,Karnataka,Delhi,First-time,2021-04-10
CUST0316,Customer_316,West Bengal,Hyderabad,Bulk Buyer,2022-11-06
CUST0317,Customer_317,Karnataka,Ahmedabad,First-time,2022-03-18
CUST0318,Customer_318,Andhra Pradesh,Bangalore,Prime,2021-12-29
CUST0319,Customer_319,Gujarat,Pune,First-time,2022-03-10
CUST0320,Customer_320,Delhi,Kolkata,Bulk Buyer,2022-02-25
CUST0321,Customer_321,West Bengal,Pune,Bulk Buyer,2022-04-24
CUST0322,Customer_322,Maharashtra,Kolkata,Bulk Buyer,2023-06-04
CUST0323,Customer_323,Tamil Nadu,Delhi,Prime,2023-01-17
CUST0324,Customer_324,Telangana,Kolkata,First-time,2021-02-25
CUST0325,Customer_325,Delhi,Vizag,First-time,2022-11-21
CUST0326,Customer_326,Delhi,Ahmedabad,Bulk Buyer,2022-11-01
CUST0327,Customer_327,Karnataka,Ahmedabad,First-time,2022-10-24
CUST0328,Customer_328,Gujarat,Vizag,Regular,2021-04-11
CUST0329,Customer_329,West Bengal,Chennai,Regular,2021-03-04
CUST0330,Customer_330,West Bengal,Delhi,Regular,2022-02-17
CUST0331,Customer_331,Andhra Pradesh,Chennai,First-time,2023-01-16
CUST0332,Customer_332,Andhra Pradesh,Chennai,Prime,2021-12-14
CUST0333,Customer_333,Tamil Nadu,Pune,Prime,2023-03-31
CUST0334,Customer_334,Karnataka,Pune,Prime,2023-06-02
CUST0335,Customer_335,Delhi,Bangalore,Prime,2021-04-22
CUST0336,Customer_336,West Bengal,Kolkata,Regular,2021-09-12
CUST0337,Customer_337,Maharashtra,Vizag,Regular,2021-07-16
CUST0338,Customer_338,Karnataka,Pune,Bulk Buyer,2021-07-14
CUST0339,Customer_339,Tamil Nadu,Delhi,First-time,2022-07-04
CUST0340,Customer_340,Tamil Nadu,Kolkata,First-time,2022-04-05
CUST0341,Customer_341,Karnataka,Bangalore,Prime,2021-05-24
CUST0342,Customer_342,Tamil Nadu,Bangalore,Regular,2022-03-09
CUST0343,Customer_343,Karnataka,Delhi,Prime,2021-07-07
CUST0344,Customer_344,Telangana,Chennai,Bulk Buyer,2021-10-13
CUST0345,Customer_345,Karnataka,Ahmedabad,First-time,2022-04-19
CUST0346,Customer_346,Gujarat,Delhi,First-time,2021-09-13
CUST0347,Customer_347,Karnataka,Mumbai,Prime,2023-06-15
CUST0348,Customer_348,Tamil Nadu,Delhi,Bulk Buyer,2021-03-19
CUST0349,Customer_349,West Bengal,Bangalore,First-time,2022-03-30
CUST0350,Customer_350,Gujarat,Vizag,Bulk Buyer,2023-04-08
CUST0351,Customer_351,Tamil Nadu,Pune,Bulk Buyer,2023-06-02
CUST0352,Customer_352,Andhra Pradesh,Vizag,Prime,2023-05-27
CUST0353,Customer_353,Andhra Pradesh,Bangalore,Regular,2022-07-18
CUST0354,Customer_354,West Bengal,Pune,Prime,2021-04-11
CUST0355,Customer_355,West Bengal,Mumbai,Regular,2021-02-21
CUST0356,Customer_356,Gujarat,Ahmedabad,Bulk Buyer,2022-10-30
CUST0357,Customer_357,Telangana,Kolkata,Regular,2022-07-08
CUST0358,Customer_358,West Bengal,Bangalore,Bulk Buyer,2023-05-07
CUST0359,Customer_359,Andhra Pradesh,Bangalore,First-time,2021-01-16
CUST0360,Customer_360,Karnataka,Bangalore,First-time,2021-04-06
CUST0361,Customer_361,Tamil Nadu,Pune,First-time,2023-02-11
CUST0362,Customer_362,Andhra Pradesh,Hyderabad,Prime,2023-05-20
CUST0363,Customer_363,Andhra Pradesh,Delhi,Prime,2021-08-31
CUST0364,Customer_364,Telangana,Hyderabad,Bulk Buyer,2021-06-20
CUST0365,Customer_365,Gujarat,Mumbai,First-time,2022-02-21
CUST0366,Customer_366,Gujarat,Ahmedabad,Prime,2022-05-13
CUST0367,Customer_367,Delhi,Chennai,First-time,2022-05-08
CUST0368,Customer_368,Telangana,Mumbai,Prime,2021-08-07
CUST0369,Customer_369,Karnataka,Chennai,Regular,2023-06-05
CUST0370,Customer_370,Gujarat,Chennai,Regular,2022-02-15
CUST0371,Customer_371,Tamil Nadu,Ahmedabad,First-time,2021-03-02
CUST0372,Customer_372,West Bengal,Vizag,Bulk Buyer,2021-06-18
CUST0373,Customer_373,Telangana,Hyderabad,Prime,2022-01-24
CUST0374,Customer_374,West Bengal,Bangalore,Prime,2021-01-03
CUST0375,Customer_375,Andhra Pradesh,Kolkata,Regular,2022-02-04
CUST0376,Customer_376,Tamil Nadu,Chennai,Regular,2021-09-29
CUST0377,Customer_377,Tamil Nadu,Mumbai,Bulk Buyer,2023-03-14
